Data Year,County,Fuel Type,MAKE,MODEL,Number of Vehicles
2015,Humboldt,Electric,NISSAN,LEAF,10
2015,Humboldt,Electric,Smart,fortwo electric drive,3
2015,Humboldt,Electric,TESLA,Model S,5
2015,Humboldt,Electric,Volkswagen,e-Golf,2
2015,Humboldt,PHEV,BMW,i3 REx,3
2015,Humboldt,PHEV,BMW,i8,1
2015,Humboldt,PHEV,CHEVROLET,VOLT,12
2015,Humboldt,PHEV,FORD,C-MAX Energi,10
2015,Humboldt,PHEV,FORD,Fusion Energi,13
2015,Humboldt,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2015,Humboldt,PHEV,Toyota,Prius Plug-in Hybrid,61
2015,Imperial,Electric,CHEVROLET,Spark EV,1
2015,Imperial,Electric,FIAT,500e,1
2015,Imperial,Electric,TESLA,Model S,5
2015,Imperial,Electric,Volkswagen,e-Golf,1
2015,Imperial,PHEV,CHEVROLET,VOLT,1
2015,Imperial,PHEV,FORD,C-MAX Energi,2
2015,Imperial,PHEV,FORD,Fusion Energi,3
2015,Imperial,PHEV,Toyota,Prius Plug-in Hybrid,1
2015,Inyo,PHEV,Toyota,Prius Plug-in Hybrid,2
2015,Kern,Electric,BMW,i3,4
2015,Kern,Electric,CHEVROLET,Spark EV,17
2015,Kern,Electric,FIAT,500e,138
2015,Kern,Electric,FORD,Focus,3
2015,Kern,Electric,Kia,Soul EV,1
2015,Kern,Electric,Mercedes- Benz,B-Class,7
2015,Kern,Electric,NISSAN,LEAF,24
2015,Kern,Electric,Smart,fortwo electric drive,3
2015,Kern,Electric,TESLA,Model S,30
2015,Kern,Electric,Volkswagen,e-Golf,4
2015,Kern,PHEV,BMW,i3 REx,8
2015,Kern,PHEV,BMW,i8,3
2015,Kern,PHEV,CHEVROLET,VOLT,24
2015,Kern,PHEV,FORD,C-MAX Energi,7
2015,Kern,PHEV,FORD,Fusion Energi,20
2015,Kern,PHEV,McLaren,P1,2
2015,Kern,PHEV,Mercedes- Benz,S-Class,2
2015,Kern,PHEV,Porsche,Cayenne,2
2015,Kern,PHEV,Toyota,Prius Plug-in Hybrid,11
2015,Kings,Electric,FIAT,500e,1
2015,Kings,Electric,NISSAN,LEAF,2
2015,Kings,Electric,TESLA,Model S,3
2015,Kings,PHEV,BMW,i3 REx,1
2015,Kings,PHEV,CHEVROLET,VOLT,5
2015,Kings,PHEV,FORD,Fusion Energi,4
2015,Kings,PHEV,Toyota,Prius Plug-in Hybrid,4
2015,Lake,Electric,CHEVROLET,Spark EV,1
2015,Lake,Electric,FIAT,500e,8
2015,Lake,Electric,TESLA,Model S,2
2015,Lake,Electric,Volkswagen,e-Golf,1
2015,Lake,PHEV,BMW,i3 REx,1
2015,Lake,PHEV,CHEVROLET,VOLT,2
2015,Lake,PHEV,FORD,C-MAX Energi,2
2015,Lake,PHEV,FORD,Fusion Energi,1
2015,Lake,PHEV,HONDA,Accord Plug-In,2
2015,Lake,PHEV,Toyota,Prius Plug-in Hybrid,7
2015,Lassen,PHEV,CHEVROLET,VOLT,2
2015,Lassen,PHEV,Toyota,Prius Plug-in Hybrid,1
2015,Los Angeles,Electric,BMW,i3,451
2015,Los Angeles,Electric,CHEVROLET,Spark EV,390
2015,Los Angeles,Electric,FIAT,500e,2932
2015,Los Angeles,Electric,FORD,Focus,155
2015,Los Angeles,Electric,HONDA,Fit EV,8
2015,Los Angeles,Electric,Kia,Soul EV,190
2015,Los Angeles,Electric,Mercedes- Benz,B-Class,449
2015,Los Angeles,Electric,Mitsubishi,i-MiEV,7
2015,Los Angeles,Electric,NISSAN,LEAF,685
2015,Los Angeles,Electric,Smart,fortwo electric drive,168
2015,Los Angeles,Electric,TESLA,Model S,3196
2015,Los Angeles,Electric,TESLA,Model X,1
2015,Los Angeles,Electric,Toyota,RAV4 EV,18
2015,Los Angeles,Electric,Volkswagen,e-Golf,644
2015,Los Angeles,Hydrogen,Hyundai,Tucson Fuel Cell,21
2015,Los Angeles,Hydrogen,Toyota,Mirai,43
2015,Los Angeles,PHEV,BMW,i3 REx,1436
2015,Los Angeles,PHEV,BMW,i8,171
2015,Los Angeles,PHEV,BMW,X5,33
2015,Los Angeles,PHEV,Cadillac,ELR,44
2015,Los Angeles,PHEV,CHEVROLET,VOLT,2359
2015,Los Angeles,PHEV,Fisker,Karma,2
2015,Los Angeles,PHEV,FORD,C-MAX Energi,784
2015,Los Angeles,PHEV,FORD,Fusion Energi,1166
2015,Los Angeles,PHEV,HONDA,Accord Plug-In,23
2015,Los Angeles,PHEV,Hyundai,Sonata Plug-in Hybrid,10
2015,Los Angeles,PHEV,McLaren,P1,3
2015,Los Angeles,PHEV,Mercedes- Benz,S-Class,28
2015,Los Angeles,PHEV,Porsche,918 Spyder,9
2015,Los Angeles,PHEV,Porsche,Cayenne,99
2015,Los Angeles,PHEV,Porsche,Panamera,39
2015,Los Angeles,PHEV,Toyota,Prius Plug-in Hybrid,1328
2015,Madera,Electric,CHEVROLET,Spark EV,16
2015,Madera,Electric,FIAT,500e,12
2015,Madera,Electric,FORD,Focus,1
2015,Madera,Electric,Kia,Soul EV,2
2015,Madera,Electric,NISSAN,LEAF,6
2015,Madera,Electric,TESLA,Model S,3
2015,Madera,Electric,Volkswagen,e-Golf,1
2015,Madera,PHEV,CHEVROLET,VOLT,5
2015,Madera,PHEV,FORD,C-MAX Energi,2
2015,Madera,PHEV,FORD,Fusion Energi,3
2015,Madera,PHEV,Toyota,Prius Plug-in Hybrid,2
2015,Marin,Electric,BMW,i3,30
2015,Marin,Electric,CHEVROLET,Spark EV,25
2015,Marin,Electric,FIAT,500e,212
2015,Marin,Electric,FORD,Focus,14
2015,Marin,Electric,Kia,Soul EV,10
2015,Marin,Electric,Mercedes- Benz,B-Class,24
2015,Marin,Electric,Mitsubishi,i-MiEV,3
2015,Marin,Electric,NISSAN,LEAF,68
2015,Marin,Electric,Smart,fortwo electric drive,10
2015,Marin,Electric,TESLA,Model S,280
2015,Marin,Electric,Toyota,RAV4 EV,1
2015,Marin,Electric,Volkswagen,e-Golf,82
2015,Marin,PHEV,BMW,i3 REx,70
2015,Marin,PHEV,BMW,i8,7
2015,Marin,PHEV,BMW,X5,1
2015,Marin,PHEV,CHEVROLET,VOLT,79
2015,Marin,PHEV,FORD,C-MAX Energi,69
2015,Marin,PHEV,FORD,Fusion Energi,59
2015,Marin,PHEV,HONDA,Accord Plug-In,1
2015,Marin,PHEV,Porsche,Cayenne,5
2015,Marin,PHEV,Toyota,Prius Plug-in Hybrid,55
2015,Mariposa,Electric,CHEVROLET,Spark EV,1
2015,Mariposa,Electric,TESLA,Model S,2
2015,Mariposa,PHEV,CHEVROLET,VOLT,1
2015,Mendocino,Electric,CHEVROLET,Spark EV,3
2015,Mendocino,Electric,FIAT,500e,3
2015,Mendocino,Electric,Mercedes- Benz,B-Class,1
2015,Mendocino,Electric,NISSAN,LEAF,10
2015,Mendocino,Electric,Smart,fortwo electric drive,2
2015,Mendocino,Electric,TESLA,Model S,15
2015,Mendocino,Electric,Volkswagen,e-Golf,2
2015,Mendocino,PHEV,BMW,i3 REx,3
2015,Mendocino,PHEV,CHEVROLET,VOLT,16
2015,Mendocino,PHEV,FORD,C-MAX Energi,14
2015,Mendocino,PHEV,FORD,Fusion Energi,13
2015,Mendocino,PHEV,Toyota,Prius Plug-in Hybrid,14
2015,Merced,Electric,BMW,i3,1
2015,Merced,Electric,CHEVROLET,Spark EV,8
2015,Merced,Electric,FIAT,500e,4
2015,Merced,Electric,Kia,Soul EV,1
2015,Merced,Electric,NISSAN,LEAF,6
2015,Merced,Electric,TESLA,Model S,5
2015,Merced,Electric,Volkswagen,e-Golf,1
2015,Merced,PHEV,BMW,i3 REx,1
2015,Merced,PHEV,CHEVROLET,VOLT,10
2015,Merced,PHEV,FORD,C-MAX Energi,5
2015,Merced,PHEV,FORD,Fusion Energi,2
2015,Merced,PHEV,Toyota,Prius Plug-in Hybrid,3
2015,Mono,Electric,TESLA,Model S,2
2015,Mono,PHEV,Toyota,Prius Plug-in Hybrid,1
2015,Monterey,Electric,BMW,i3,2
2015,Monterey,Electric,CHEVROLET,Spark EV,7
2015,Monterey,Electric,FIAT,500e,44
2015,Monterey,Electric,FORD,Focus,9
2015,Monterey,Electric,Kia,Soul EV,6
2015,Monterey,Electric,Mercedes- Benz,B-Class,3
2015,Monterey,Electric,NISSAN,LEAF,25
2015,Monterey,Electric,Smart,fortwo electric drive,2
2015,Monterey,Electric,TESLA,Model S,59
2015,Monterey,Electric,Volkswagen,e-Golf,2
2015,Monterey,PHEV,BMW,i3 REx,17
2015,Monterey,PHEV,BMW,i8,4
2015,Monterey,PHEV,BMW,X5,4
2015,Monterey,PHEV,Cadillac,ELR,1
2015,Monterey,PHEV,CHEVROLET,VOLT,34
2015,Monterey,PHEV,FORD,C-MAX Energi,20
2015,Monterey,PHEV,FORD,Fusion Energi,16
2015,Monterey,PHEV,Porsche,Cayenne,2
2015,Monterey,PHEV,Porsche,Panamera,1
2015,Monterey,PHEV,Toyota,Prius Plug-in Hybrid,16
2015,Napa,Electric,BMW,i3,5
2015,Napa,Electric,CHEVROLET,Spark EV,7
2015,Napa,Electric,FIAT,500e,24
2015,Napa,Electric,FORD,Focus,6
2015,Napa,Electric,Kia,Soul EV,1
2015,Napa,Electric,Mercedes- Benz,B-Class,3
2015,Napa,Electric,NISSAN,LEAF,15
2015,Napa,Electric,TESLA,Model S,73
2015,Napa,Electric,Volkswagen,e-Golf,3
2015,Napa,PHEV,BMW,i3 REx,10
2015,Napa,PHEV,BMW,i8,1
2015,Napa,PHEV,BMW,X5,2
2015,Napa,PHEV,Cadillac,ELR,2
2015,Napa,PHEV,CHEVROLET,VOLT,22
2015,Napa,PHEV,FORD,C-MAX Energi,9
2015,Napa,PHEV,FORD,Fusion Energi,16
2015,Napa,PHEV,Mercedes- Benz,S-Class,1
2015,Napa,PHEV,Porsche,Cayenne,2
2015,Napa,PHEV,Toyota,Prius Plug-in Hybrid,18
2015,Nevada,Electric,BMW,i3,1
2015,Nevada,Electric,CHEVROLET,Spark EV,2
2015,Nevada,Electric,FIAT,500e,4
2015,Nevada,Electric,NISSAN,LEAF,8
2015,Nevada,Electric,TESLA,Model S,32
2015,Nevada,Electric,Volkswagen,e-Golf,4
2015,Nevada,PHEV,CHEVROLET,VOLT,8
2015,Nevada,PHEV,FORD,C-MAX Energi,7
2015,Nevada,PHEV,FORD,Fusion Energi,5
2015,Nevada,PHEV,HONDA,Accord Plug-In,2
2015,Nevada,PHEV,Toyota,Prius Plug-in Hybrid,6
2015,Orange,Electric,BMW,i3,124
2015,Orange,Electric,CHEVROLET,Spark EV,162
2015,Orange,Electric,FIAT,500e,983
2015,Orange,Electric,FORD,Focus,88
2015,Orange,Electric,Kia,Soul EV,95
2015,Orange,Electric,Mercedes- Benz,B-Class,260
2015,Orange,Electric,Mitsubishi,i-MiEV,7
2015,Orange,Electric,NISSAN,LEAF,336
2015,Orange,Electric,Smart,fortwo electric drive,69
2015,Orange,Electric,TESLA,Model S,1549
2015,Orange,Electric,Toyota,RAV4 EV,6
2015,Orange,Electric,Volkswagen,e-Golf,190
2015,Orange,Hydrogen,HONDA,FCX Clarity,2
2015,Orange,Hydrogen,Hyundai,Tucson Fuel Cell,14
2015,Orange,Hydrogen,Toyota,Mirai,10
2015,Orange,PHEV,BMW,i3 REx,396
2015,Orange,PHEV,BMW,i8,80
2015,Orange,PHEV,BMW,X5,7
2015,Orange,PHEV,Cadillac,ELR,34
2015,Orange,PHEV,CHEVROLET,VOLT,915
2015,Orange,PHEV,Fisker,Karma,4
2015,Orange,PHEV,FORD,C-MAX Energi,456
2015,Orange,PHEV,FORD,Fusion Energi,750
2015,Orange,PHEV,HONDA,Accord Plug-In,16
2015,Orange,PHEV,Hyundai,Sonata Plug-in Hybrid,12
2015,Orange,PHEV,McLaren,P1,3
2015,Orange,PHEV,Mercedes- Benz,S-Class,18
2015,Orange,PHEV,Porsche,918 Spyder,17
2015,Orange,PHEV,Porsche,Cayenne,33
2015,Orange,PHEV,Porsche,Panamera,11
2015,Orange,PHEV,Toyota,Prius Plug-in Hybrid,682
2015,Out Of State,Electric,BMW,i3,3
2015,Out Of State,Electric,CHEVROLET,Spark EV,2
2015,Out Of State,Electric,FIAT,500e,9
2015,Out Of State,Electric,FORD,Focus,1
2015,Out Of State,Electric,Kia,Soul EV,5
2015,Out Of State,Electric,NISSAN,LEAF,6
2015,Out Of State,Electric,Smart,fortwo electric drive,2
2015,Out Of State,Electric,TESLA,Model S,22
2015,Out Of State,Electric,Volkswagen,e-Golf,1
2015,Out Of State,Hydrogen,Toyota,Mirai,1
2015,Out Of State,PHEV,BMW,i3 REx,2
2015,Out Of State,PHEV,BMW,i8,3
2015,Out Of State,PHEV,BMW,X5,1
2015,Out Of State,PHEV,Cadillac,ELR,1
2015,Out Of State,PHEV,CHEVROLET,VOLT,30
2015,Out Of State,PHEV,FORD,C-MAX Energi,15
2015,Out Of State,PHEV,FORD,Fusion Energi,21
2015,Out Of State,PHEV,HONDA,Accord Plug-In,2
2015,Out Of State,PHEV,Mercedes- Benz,S-Class,1
2015,Out Of State,PHEV,Porsche,918 Spyder,3
2015,Out Of State,PHEV,Porsche,Cayenne,5
2015,Out Of State,PHEV,Porsche,Panamera,1
2015,Out Of State,PHEV,Toyota,Prius Plug-in Hybrid,19
2015,Placer,Electric,BMW,i3,2
2015,Placer,Electric,CHEVROLET,Spark EV,34
2015,Placer,Electric,FIAT,500e,61
2015,Placer,Electric,FORD,Focus,14
2015,Placer,Electric,Kia,Soul EV,2
2015,Placer,Electric,Mercedes- Benz,B-Class,4
2015,Placer,Electric,NISSAN,LEAF,49
2015,Placer,Electric,Smart,fortwo electric drive,7
2015,Placer,Electric,TESLA,Model S,99
2015,Placer,Electric,TESLA,Model X,1
2015,Placer,Electric,Toyota,RAV4 EV,2
2015,Placer,Electric,Volkswagen,e-Golf,11
2015,Placer,PHEV,BMW,i3 REx,23
2015,Placer,PHEV,BMW,i8,1
2015,Placer,PHEV,Cadillac,ELR,2
2015,Placer,PHEV,CHEVROLET,VOLT,66
2015,Placer,PHEV,FORD,C-MAX Energi,15
2015,Placer,PHEV,FORD,Fusion Energi,38
2015,Placer,PHEV,HONDA,Accord Plug-In,1
2015,Placer,PHEV,Porsche,Cayenne,1
2015,Placer,PHEV,Porsche,Panamera,1
2015,Placer,PHEV,Toyota,Prius Plug-in Hybrid,22
2015,Plumas,PHEV,FORD,Fusion Energi,1
2015,Riverside,Electric,BMW,i3,17
2015,Riverside,Electric,CHEVROLET,Spark EV,42
2015,Riverside,Electric,FIAT,500e,187
2015,Riverside,Electric,FORD,Focus,13
2015,Riverside,Electric,Kia,Soul EV,15
2015,Riverside,Electric,Mercedes- Benz,B-Class,16
2015,Riverside,Electric,Mitsubishi,i-MiEV,1
2015,Riverside,Electric,NISSAN,LEAF,85
2015,Riverside,Electric,Smart,fortwo electric drive,13
2015,Riverside,Electric,TESLA,Model S,259
2015,Riverside,Electric,Toyota,RAV4 EV,2
2015,Riverside,Electric,Volkswagen,e-Golf,40
2015,Riverside,PHEV,BMW,i3 REx,82
2015,Riverside,PHEV,BMW,i8,14
2015,Riverside,PHEV,BMW,X5,3
2015,Riverside,PHEV,Cadillac,ELR,5
2015,Riverside,PHEV,CHEVROLET,VOLT,230
2015,Riverside,PHEV,FORD,C-MAX Energi,148
2015,Riverside,PHEV,FORD,Fusion Energi,274
2015,Riverside,PHEV,HONDA,Accord Plug-In,5
2015,Riverside,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2015,Riverside,PHEV,Mercedes- Benz,S-Class,4
2015,Riverside,PHEV,Porsche,Cayenne,4
2015,Riverside,PHEV,Porsche,Panamera,1
2015,Riverside,PHEV,Toyota,Prius Plug-in Hybrid,147
2015,Sacramento,Electric,BMW,i3,10
2015,Sacramento,Electric,CHEVROLET,Spark EV,80
2015,Sacramento,Electric,FIAT,500e,135
2015,Sacramento,Electric,FORD,Focus,48
2015,Sacramento,Electric,HONDA,Fit EV,1
2015,Sacramento,Electric,Kia,Soul EV,16
2015,Sacramento,Electric,Mercedes- Benz,B-Class,10
2015,Sacramento,Electric,NISSAN,LEAF,174
2015,Sacramento,Electric,Smart,fortwo electric drive,9
2015,Sacramento,Electric,TESLA,Model S,143
2015,Sacramento,Electric,Toyota,RAV4 EV,5
2015,Sacramento,Electric,Volkswagen,e-Golf,32
2015,Sacramento,PHEV,BMW,i3 REx,38
2015,Sacramento,PHEV,BMW,i8,4
2015,Sacramento,PHEV,Cadillac,ELR,4
2015,Sacramento,PHEV,CHEVROLET,VOLT,108
2015,Sacramento,PHEV,FORD,C-MAX Energi,88
2015,Sacramento,PHEV,FORD,Fusion Energi,93
2015,Sacramento,PHEV,Mercedes- Benz,S-Class,2
2015,Sacramento,PHEV,Porsche,918 Spyder,1
2015,Sacramento,PHEV,Porsche,Cayenne,1
2015,Sacramento,PHEV,Porsche,Panamera,1
2015,Sacramento,PHEV,Toyota,Prius Plug-in Hybrid,78
2015,San Benito,Electric,CHEVROLET,Spark EV,1
2015,San Benito,Electric,FIAT,500e,3
2015,San Benito,Electric,FORD,Focus,1
2015,San Benito,Electric,TESLA,Model S,3
2015,San Benito,Electric,Volkswagen,e-Golf,2
2015,San Benito,PHEV,CHEVROLET,VOLT,10
2015,San Benito,PHEV,FORD,C-MAX Energi,6
2015,San Benito,PHEV,FORD,Fusion Energi,14
2015,San Benito,PHEV,Toyota,Prius Plug-in Hybrid,6
2015,San Bernardino,Electric,BMW,i3,15
2015,San Bernardino,Electric,CHEVROLET,Spark EV,36
2015,San Bernardino,Electric,FIAT,500e,172
2015,San Bernardino,Electric,FORD,Focus,19
2015,San Bernardino,Electric,HONDA,Fit EV,1
2015,San Bernardino,Electric,Kia,Soul EV,8
2015,San Bernardino,Electric,Mercedes- Benz,B-Class,30
2015,San Bernardino,Electric,NISSAN,LEAF,65
2015,San Bernardino,Electric,Smart,fortwo electric drive,19
2015,San Bernardino,Electric,TESLA,Model S,138
2015,San Bernardino,Electric,Volkswagen,e-Golf,27
2015,San Bernardino,Hydrogen,Toyota,Mirai,2
2015,San Bernardino,PHEV,BMW,i3 REx,56
2015,San Bernardino,PHEV,BMW,i8,14
2015,San Bernardino,PHEV,BMW,X5,2
2015,San Bernardino,PHEV,Cadillac,ELR,11
2015,San Bernardino,PHEV,CHEVROLET,VOLT,186
2015,San Bernardino,PHEV,FORD,C-MAX Energi,111
2015,San Bernardino,PHEV,FORD,Fusion Energi,207
2015,San Bernardino,PHEV,HONDA,Accord Plug-In,3
2015,San Bernardino,PHEV,Mercedes- Benz,S-Class,5
2015,San Bernardino,PHEV,Porsche,Cayenne,1
2015,San Bernardino,PHEV,Toyota,Prius Plug-in Hybrid,137
2015,San Diego,Electric,BMW,i3,99
2015,San Diego,Electric,CHEVROLET,Spark EV,169
2015,San Diego,Electric,FIAT,500e,759
2015,San Diego,Electric,FORD,Focus,76
2015,San Diego,Electric,HONDA,Fit EV,2
2015,San Diego,Electric,Kia,Soul EV,69
2015,San Diego,Electric,Mercedes- Benz,B-Class,100
2015,San Diego,Electric,Mitsubishi,i-MiEV,2
2015,San Diego,Electric,NISSAN,LEAF,359
2015,San Diego,Electric,Smart,fortwo electric drive,504
2015,San Diego,Electric,TESLA,Model S,851
2015,San Diego,Electric,Toyota,RAV4 EV,5
2015,San Diego,Electric,Volkswagen,e-Golf,165
2015,San Diego,PHEV,BMW,i3 REx,212
2015,San Diego,PHEV,BMW,i8,44
2015,San Diego,PHEV,BMW,X5,11
2015,San Diego,PHEV,Cadillac,ELR,16
2015,San Diego,PHEV,CHEVROLET,VOLT,508
2015,San Diego,PHEV,Fisker,Karma,3
2015,San Diego,PHEV,FORD,C-MAX Energi,277
2015,San Diego,PHEV,FORD,Fusion Energi,315
2015,San Diego,PHEV,HONDA,Accord Plug-In,31
2015,San Diego,PHEV,Hyundai,Sonata Plug-in Hybrid,3
2015,San Diego,PHEV,Mercedes- Benz,S-Class,3
2015,San Diego,PHEV,Porsche,918 Spyder,2
2015,San Diego,PHEV,Porsche,Cayenne,22
2015,San Diego,PHEV,Porsche,Panamera,15
2015,San Diego,PHEV,Toyota,Prius Plug-in Hybrid,202
2015,San Francisco,Electric,BMW,i3,52
2015,San Francisco,Electric,CHEVROLET,Spark EV,26
2015,San Francisco,Electric,FIAT,500e,308
2015,San Francisco,Electric,FORD,Focus,20
2015,San Francisco,Electric,HONDA,Fit EV,1
2015,San Francisco,Electric,Kia,Soul EV,12
2015,San Francisco,Electric,Mercedes- Benz,B-Class,41
2015,San Francisco,Electric,Mitsubishi,i-MiEV,1
2015,San Francisco,Electric,NISSAN,LEAF,108
2015,San Francisco,Electric,Smart,fortwo electric drive,64
2015,San Francisco,Electric,TESLA,Model S,329
2015,San Francisco,Electric,Toyota,RAV4 EV,1
2015,San Francisco,Electric,Volkswagen,e-Golf,115
2015,San Francisco,Hydrogen,Toyota,Mirai,2
2015,San Francisco,PHEV,BMW,i3 REx,231
2015,San Francisco,PHEV,BMW,i8,8
2015,San Francisco,PHEV,BMW,X5,3
2015,San Francisco,PHEV,Cadillac,ELR,1
2015,San Francisco,PHEV,CHEVROLET,VOLT,114
2015,San Francisco,PHEV,Fisker,Karma,1
2015,San Francisco,PHEV,FORD,C-MAX Energi,99
2015,San Francisco,PHEV,FORD,Fusion Energi,51
2015,San Francisco,PHEV,Mercedes- Benz,S-Class,2
2015,San Francisco,PHEV,Porsche,918 Spyder,1
2015,San Francisco,PHEV,Porsche,Cayenne,12
2015,San Francisco,PHEV,Toyota,Prius Plug-in Hybrid,108
2015,San Joaquin,Electric,BMW,i3,1
2015,San Joaquin,Electric,CHEVROLET,Spark EV,28
2015,San Joaquin,Electric,FIAT,500e,30
2015,San Joaquin,Electric,FORD,Focus,11
2015,San Joaquin,Electric,FORD,Transit Connect Electric,1
2015,San Joaquin,Electric,Kia,Soul EV,7
2015,San Joaquin,Electric,Mercedes- Benz,B-Class,11
2015,San Joaquin,Electric,NISSAN,LEAF,69
2015,San Joaquin,Electric,Smart,fortwo electric drive,4
2015,San Joaquin,Electric,TESLA,Model S,44
2015,San Joaquin,Electric,Toyota,RAV4 EV,1
2015,San Joaquin,Electric,Volkswagen,e-Golf,5
2015,San Joaquin,PHEV,BMW,i3 REx,7
2015,San Joaquin,PHEV,BMW,i8,1
2015,San Joaquin,PHEV,Cadillac,ELR,3
2015,San Joaquin,PHEV,CHEVROLET,VOLT,49
2015,San Joaquin,PHEV,FORD,C-MAX Energi,21
2015,San Joaquin,PHEV,FORD,Fusion Energi,33
2015,San Joaquin,PHEV,Hyundai,Sonata Plug-in Hybrid,1
2015,San Joaquin,PHEV,Toyota,Prius Plug-in Hybrid,23
2015,San Luis Obispo,Electric,CHEVROLET,Spark EV,4
2015,San Luis Obispo,Electric,FIAT,500e,51
2015,San Luis Obispo,Electric,FORD,Focus,40
2015,San Luis Obispo,Electric,Kia,Soul EV,1
2015,San Luis Obispo,Electric,Mercedes- Benz,B-Class,7
2015,San Luis Obispo,Electric,NISSAN,LEAF,23
2015,San Luis Obispo,Electric,Smart,fortwo electric drive,1
2015,San Luis Obispo,Electric,TESLA,Model S,43
2015,San Luis Obispo,Electric,Toyota,RAV4 EV,1
2015,San Luis Obispo,Electric,Volkswagen,e-Golf,6
2015,San Luis Obispo,PHEV,BMW,i3 REx,18
2015,San Luis Obispo,PHEV,BMW,i8,1
2015,San Luis Obispo,PHEV,BMW,X5,2
2015,San Luis Obispo,PHEV,Cadillac,ELR,3
2015,San Luis Obispo,PHEV,CHEVROLET,VOLT,26
2015,San Luis Obispo,PHEV,FORD,C-MAX Energi,9
2015,San Luis Obispo,PHEV,FORD,Fusion Energi,9
2015,San Luis Obispo,PHEV,HONDA,Accord Plug-In,1
2015,San Luis Obispo,PHEV,Porsche,918 Spyder,1
2015,San Luis Obispo,PHEV,Porsche,Cayenne,2
2015,San Luis Obispo,PHEV,Toyota,Prius Plug-in Hybrid,22
2015,San Mateo,Electric,BMW,i3,53
2015,San Mateo,Electric,CHEVROLET,Spark EV,58
2015,San Mateo,Electric,FIAT,500e,528
2015,San Mateo,Electric,FORD,Focus,48
2015,San Mateo,Electric,Kia,Soul EV,21
2015,San Mateo,Electric,Mercedes- Benz,B-Class,48
2015,San Mateo,Electric,Mitsubishi,i-MiEV,3
2015,San Mateo,Electric,NISSAN,LEAF,337
2015,San Mateo,Electric,Smart,fortwo electric drive,27
2015,San Mateo,Electric,TESLA,Model S,688
2015,San Mateo,Electric,TESLA,Model X,5
2015,San Mateo,Electric,Toyota,RAV4 EV,3
2015,San Mateo,Electric,Volkswagen,e-Golf,241
2015,San Mateo,PHEV,BMW,i3 REx,156
2015,San Mateo,PHEV,BMW,i8,22
2015,San Mateo,PHEV,BMW,X5,4
2015,San Mateo,PHEV,Cadillac,ELR,4
2015,San Mateo,PHEV,CHEVROLET,VOLT,236
2015,San Mateo,PHEV,FORD,C-MAX Energi,110
2015,San Mateo,PHEV,FORD,Fusion Energi,96
2015,San Mateo,PHEV,HONDA,Accord Plug-In,1
2015,San Mateo,PHEV,Mercedes- Benz,S-Class,1
2015,San Mateo,PHEV,Porsche,918 Spyder,6
2015,San Mateo,PHEV,Porsche,Cayenne,19
2015,San Mateo,PHEV,Porsche,Panamera,1
2015,San Mateo,PHEV,Toyota,Prius Plug-in Hybrid,111
2015,Santa Barbara,Electric,BMW,i3,4
2015,Santa Barbara,Electric,CHEVROLET,Spark EV,10
2015,Santa Barbara,Electric,FIAT,500e,33
2015,Santa Barbara,Electric,FORD,Focus,5
2015,Santa Barbara,Electric,Kia,Soul EV,1
2015,Santa Barbara,Electric,Mercedes- Benz,B-Class,6
2015,Santa Barbara,Electric,NISSAN,LEAF,29
2015,Santa Barbara,Electric,Smart,fortwo electric drive,2
2015,Santa Barbara,Electric,TESLA,Model S,100
2015,Santa Barbara,Electric,Volkswagen,e-Golf,14
2015,Santa Barbara,PHEV,BMW,i3 REx,31
2015,Santa Barbara,PHEV,BMW,i8,3
2015,Santa Barbara,PHEV,BMW,X5,1
2015,Santa Barbara,PHEV,CHEVROLET,VOLT,47
2015,Santa Barbara,PHEV,Fisker,Karma,1
2015,Santa Barbara,PHEV,FORD,C-MAX Energi,15
2015,Santa Barbara,PHEV,FORD,Fusion Energi,13
2015,Santa Barbara,PHEV,HONDA,Accord Plug-In,1
2015,Santa Barbara,PHEV,McLaren,P1,1
2015,Santa Barbara,PHEV,Porsche,918 Spyder,1
2015,Santa Barbara,PHEV,Porsche,Cayenne,6
2015,Santa Barbara,PHEV,Porsche,Panamera,3
2015,Santa Barbara,PHEV,Toyota,Prius Plug-in Hybrid,20
2015,Santa Clara,Electric,BMW,i3,193
2015,Santa Clara,Electric,CHEVROLET,Spark EV,312
2015,Santa Clara,Electric,FIAT,500e,1294
2015,Santa Clara,Electric,FORD,Focus,165
2015,Santa Clara,Electric,Kia,Soul EV,98
2015,Santa Clara,Electric,Mercedes- Benz,B-Class,248
2015,Santa Clara,Electric,Mitsubishi,i-MiEV,3
2015,Santa Clara,Electric,NISSAN,LEAF,1915
2015,Santa Clara,Electric,Smart,fortwo electric drive,36
2015,Santa Clara,Electric,TESLA,Model S,1493
2015,Santa Clara,Electric,TESLA,Model X,10
2015,Santa Clara,Electric,Toyota,RAV4 EV,9
2015,Santa Clara,Electric,Volkswagen,e-Golf,808
2015,Santa Clara,PHEV,BMW,i3 REx,453
2015,Santa Clara,PHEV,BMW,i8,45
2015,Santa Clara,PHEV,BMW,X5,10
2015,Santa Clara,PHEV,Cadillac,ELR,24
2015,Santa Clara,PHEV,CHEVROLET,VOLT,1104
2015,Santa Clara,PHEV,FORD,C-MAX Energi,390
