"","as.matrix.chargers_forecast.","year_list","county"
"660",586.332058350758,2024,"Santa Cruz"
"661",607.195314301797,2025,"Santa Cruz"
"662",628.058570252836,2026,"Santa Cruz"
"663",648.921826203876,2027,"Santa Cruz"
"664",669.785082154915,2028,"Santa Cruz"
"665",690.648338105955,2029,"Santa Cruz"
"666",711.511594056994,2030,"Santa Cruz"
"667",732.374850008034,2031,"Santa Cruz"
"668",753.238105959073,2032,"Santa Cruz"
"669",774.101361910113,2033,"Santa Cruz"
"670",794.964617861152,2034,"Santa Cruz"
"671",815.827873812192,2035,"Santa Cruz"
"672",49.2836772421834,2016,"Shasta"
"673",57.7630364655407,2017,"Shasta"
"674",64.7097340627277,2018,"Shasta"
"675",71.6564316599147,2019,"Shasta"
"676",78.6031292571017,2020,"Shasta"
"677",85.5498268542887,2021,"Shasta"
"678",92.4965244514756,2022,"Shasta"
"679",99.4432220486626,2023,"Shasta"
"680",106.38991964585,2024,"Shasta"
"681",113.336617243037,2025,"Shasta"
"682",120.283314840224,2026,"Shasta"
"683",127.230012437411,2027,"Shasta"
"684",134.176710034598,2028,"Shasta"
"685",141.123407631785,2029,"Shasta"
"686",148.070105228971,2030,"Shasta"
"687",155.016802826158,2031,"Shasta"
"688",161.963500423345,2032,"Shasta"
"689",168.910198020532,2033,"Shasta"
"690",175.856895617719,2034,"Shasta"
"691",182.803593214906,2035,"Shasta"
"692",308.822828191525,2017,"Solano"
"693",317.434564349848,2018,"Solano"
"694",333.581169646081,2019,"Solano"
"695",349.727774942313,2020,"Solano"
"696",365.874380238546,2021,"Solano"
"697",382.020985534779,2022,"Solano"
"698",398.167590831011,2023,"Solano"
"699",414.314196127244,2024,"Solano"
"700",430.460801423477,2025,"Solano"
"701",446.607406719709,2026,"Solano"
"702",462.754012015942,2027,"Solano"
"703",478.900617312175,2028,"Solano"
"704",495.047222608407,2029,"Solano"
"705",511.19382790464,2030,"Solano"
"706",527.340433200873,2031,"Solano"
"707",543.487038497105,2032,"Solano"
"708",559.633643793338,2033,"Solano"
"709",575.780249089571,2034,"Solano"
"710",591.926854385803,2035,"Solano"
"711",621.320838574012,2020,"Sonoma"
"712",677.398702147559,2021,"Sonoma"
"713",733.150761361203,2022,"Sonoma"
"714",788.902820574847,2023,"Sonoma"
"715",844.654879788491,2024,"Sonoma"
"716",900.406939002135,2025,"Sonoma"
"717",956.158998215779,2026,"Sonoma"
"718",1011.91105742942,2027,"Sonoma"
"719",1067.66311664307,2028,"Sonoma"
"720",1123.41517585671,2029,"Sonoma"
"721",1179.16723507036,2030,"Sonoma"
"722",1234.919294284,2031,"Sonoma"
"723",1290.67135349764,2032,"Sonoma"
"724",1346.42341271129,2033,"Sonoma"
"725",1402.17547192493,2034,"Sonoma"
"726",1457.92753113858,2035,"Sonoma"
"727",125.266792290775,2018,"Stanislaus"
"728",129.186944170176,2019,"Stanislaus"
"729",142.773661435478,2020,"Stanislaus"
"730",156.36037870078,2021,"Stanislaus"
"731",169.947095966082,2022,"Stanislaus"
"732",183.533813231385,2023,"Stanislaus"
"733",197.120530496687,2024,"Stanislaus"
"734",210.707247761989,2025,"Stanislaus"
"735",224.293965027291,2026,"Stanislaus"
"736",237.880682292594,2027,"Stanislaus"
"737",251.467399557896,2028,"Stanislaus"
"738",265.054116823198,2029,"Stanislaus"
"739",278.640834088501,2030,"Stanislaus"
"740",292.227551353803,2031,"Stanislaus"
"741",305.814268619105,2032,"Stanislaus"
"742",319.400985884407,2033,"Stanislaus"
"743",332.98770314971,2034,"Stanislaus"
"744",346.574420415012,2035,"Stanislaus"
"745",212.021046559065,2018,"Tulare"
"746",228.842207092776,2019,"Tulare"
"747",248.506698660397,2020,"Tulare"
"748",268.171190228018,2021,"Tulare"
"749",287.83568179564,2022,"Tulare"
"750",307.500173363261,2023,"Tulare"
"751",327.164664930883,2024,"Tulare"
"752",346.829156498504,2025,"Tulare"
"753",366.493648066125,2026,"Tulare"
"754",386.158139633747,2027,"Tulare"
"755",405.822631201368,2028,"Tulare"
"756",425.487122768989,2029,"Tulare"
"757",445.151614336611,2030,"Tulare"
"758",464.816105904232,2031,"Tulare"
"759",484.480597471854,2032,"Tulare"
"760",504.145089039475,2033,"Tulare"
"761",523.809580607096,2034,"Tulare"
"762",543.474072174718,2035,"Tulare"
"763",46.9000036256528,2018,"Tuolumne"
"764",55.1333410399705,2019,"Tuolumne"
"765",63.5833428527189,2020,"Tuolumne"
"766",72.0333446654673,2021,"Tuolumne"
"767",80.4833464782158,2022,"Tuolumne"
"768",88.9333482909642,2023,"Tuolumne"
"769",97.3833501037126,2024,"Tuolumne"
"770",105.833351916461,2025,"Tuolumne"
"771",114.283353729209,2026,"Tuolumne"
"772",122.733355541958,2027,"Tuolumne"
"773",131.183357354706,2028,"Tuolumne"
"774",139.633359167455,2029,"Tuolumne"
"775",148.083360980203,2030,"Tuolumne"
"776",156.533362792951,2031,"Tuolumne"
"777",164.9833646057,2032,"Tuolumne"
"778",173.433366418448,2033,"Tuolumne"
"779",181.883368231197,2034,"Tuolumne"
"780",190.333370043945,2035,"Tuolumne"
"781",686.561446232351,2010,"Ventura"
"782",808.214295667704,2011,"Ventura"
"783",861.537487584406,2012,"Ventura"
"784",914.860679501109,2013,"Ventura"
"785",968.18387141781,2014,"Ventura"
"786",1021.50706333451,2015,"Ventura"
"787",1074.83025525121,2016,"Ventura"
"788",1128.15344716792,2017,"Ventura"
"789",1181.47663908462,2018,"Ventura"
"790",1234.79983100132,2019,"Ventura"
"791",1288.12302291802,2020,"Ventura"
"792",1341.44621483473,2021,"Ventura"
"793",1394.76940675143,2022,"Ventura"
"794",1448.09259866813,2023,"Ventura"
"795",1501.41579058483,2024,"Ventura"
"796",1554.73898250153,2025,"Ventura"
"797",1608.06217441824,2026,"Ventura"
"798",1661.38536633494,2027,"Ventura"
"799",1714.70855825164,2028,"Ventura"
"800",1768.03175016834,2029,"Ventura"
"801",1821.35494208504,2030,"Ventura"
"802",1874.67813400175,2031,"Ventura"
"803",1928.00132591845,2032,"Ventura"
"804",1981.32451783515,2033,"Ventura"
"805",2034.64770975185,2034,"Ventura"
"806",2087.97090166856,2035,"Ventura"
"807",242.8126691327,2016,"Yolo"
"808",239.87704814048,2017,"Yolo"
"809",254.519391960709,2018,"Yolo"
"810",269.161735780938,2019,"Yolo"
"811",283.804079601167,2020,"Yolo"
"812",298.446423421396,2021,"Yolo"
"813",313.088767241625,2022,"Yolo"
"814",327.731111061854,2023,"Yolo"
"815",342.373454882083,2024,"Yolo"
"816",357.015798702312,2025,"Yolo"
"817",371.658142522541,2026,"Yolo"
"818",386.30048634277,2027,"Yolo"
"819",400.942830162999,2028,"Yolo"
"820",415.585173983227,2029,"Yolo"
"821",430.227517803456,2030,"Yolo"
"822",444.869861623685,2031,"Yolo"
"823",459.512205443914,2032,"Yolo"
"824",474.154549264143,2033,"Yolo"
"825",488.796893084372,2034,"Yolo"
"826",503.439236904601,2035,"Yolo"
